"route_id","service_id","trip_id","trip_headsign","trip_short_name","direction_id","shape_id","peak_offpeak"
"4","E3E31965","GO303_24_16951","Riverhead (Bus)","16951","1","49D4D59DW","0"
"4","E3E31965","GO303_24_16952","Greenport (Bus)","16952","0","49D4D59D","0"
"4","E3E31965","GO303_24_16955","Riverhead (Bus)","16955","1","49D4D59DW","0"
"9","471E0343","GO303_24_300_2771_METS","Port Washington","300","0","6F8FDD4A","0"
"9","471E0343","GO303_24_303_2771_METS","Penn Station","303","1","6F8FDD4AW","0"
"9","471E0343","GO303_24_305_2771_METS","Penn Station","305","1","6F8FDD4AW","0"
"9","471E0343","GO303_24_306_2771_METS","Port Washington","306","0","6F8FDD4A","0"
"9","471E0343","GO303_24_307_2771_METS","Penn Station","307","1","6F8FDD4AW","0"
"9","471E0343","GO303_24_310_2771_METS","Port Washington","310","0","6F8FDD4A","0"
"9","471E0343","GO303_24_311_2771_METS","Penn Station","311","1","6F8FDD4AW","1"
"9","471E0343","GO303_24_313_2771_METS","Penn Station","313","1","6F8FDD4AW","1"
"9","471E0343","GO303_24_314_2771_METS","Port Washington","314","0","6F8FDD4A","0"
"9","471E0343","GO303_24_316_2771_METS","Port Washington","316","0","6F8FDD4A","0"
